English
"Bourges (?)"
"Bourgogne"
"Brabant"
"Breckinridge County"
"Brescia"
"Bristol"
"British Columbia"
"British Columbia or Yukon"
"Brittany"
"Brooklyn"
"Brussels"
"Brussels (?)"
"Buck's County"
"Bucks County"
"Buganda"
"Bukhara"
"Bukhara Province"
"Bukovica, Dalmatia"
"Burgos, Castile-León"
"Burgundian territories"
"Burgundian territories or Rhineland"
"Burgundy"
"Burgundy (?)"
"Burgundy or Ile de France"
"Burgundy or Île de France"
"Burgundy or Île-de-France"
"Burgundy(?)"
"Burlington County"
"Busoga"
"Byzantine Egypt"
"Calabar"
"Calabar Province"
"Calabria"
"Calcar"
"California"
"Calima"
"Camargue"
"Campania"
"Campania probably"
"Campeche"
"Campeche Coast"
"Canakkale"
"Canary Islands"
"Canton Wallis (Valais)"
"Carinthia"
"Carpathian"
"Carpathian Basin region"
"Castile"
"Castile-Burgos"
"Castile-La Mancha"
"Castile-León"
"Castile-Léon"
"Catalonia"
"Catalonia (?)"
"Catalonia or Balaeric Islands"
"Cebu"
"Central"
"Central Anatolia"
"Central Java"
"Central Plateau"
"Central Region"
"Central Region?"
"Central or Milne Bay Province"
"Central plateau"
"Chalcis"
"Champagne"
"Champagne or Ile-de-France"
"Champagne or South Germany"
"Champagne-Ardenne"
"Chancay Valley"
"Charente"
"Chariton"
"Chartres"
"Chartres (?)"
"Chennai (Madras)"
"Chepen or Lambayeque Valley"
"Chester"
"Chester County"
"Chester county"
"Chiapas"
"Chiclayo"
"Chihuahua"
"Choiseul province"
"Choiseul province (?)"
"Chota Nāgpur"
"Clermont-Ferrand"
"Coahuila"
"Cocle Province"
"Coclé Province"
"Colima"
"Cologne"
"Cologne (?)"
"Colorado, Nebraska or Wyoming"
"Colorado, Nebraska, Wyoming"
"Conn"
"Connecticut"
"Connecticut River Valley"
"Constantinople"
"Copan"
"Cordillera Administrative Region"
"Corona"
"Cotabato"
"Cotswolds"
"County Cavan"
"Crete"
"Crimea"
"Croatia"
"Cumberland County"
"Cutch"
"Cyprus"
"Dagestan"
"Dakotas"
"Dakotas or Minnesota"
"Dalmatia"
"Dalmatia ?"
"Dalmatian Coast"
"Dauphin County"
"Deccan"
"Delaware"
"Demerara"
"Derbyshire"
"Diquis Region"
"Dodoma Region"
"Dordogne"
"Durham"
"Dutchess County"
"Early La Tène"
"East"
"East Anglia ?"
"East Java"
"East New Britain"
"East North Central"
"East Nusa Tenggara"
"East Prussia"
"East Sepik Province"
"East Sepik province"
"East Sussex"
"East Timor"
"Eastern"
"Eastern India"
"Eastern Long Island"
"Edgefield County"
"Egypt"
"Elbeuf"
"Emilia"
"England"
"Epiphanius"
"Esie region"
"Esmeraldas Province"
"Essex"
"Essex County"
"Etsch River Valley"
"Evereux"
"Evereux (?)"
"Ezine/Canakkale"
"Fairfield County"
"Fars"
"Faryab Province"
"Flanders"
"Flanders?"
"Florida"
"Florida Islands / Nggeka Islands"
"Franconia"
"Franconia ?"
"Frederick County"
"Fribourg"
"Fujian Province"
"Fujian province"
"Fukian province"
"Fukien province"
"Fukui"
"Fukui Prefecture"
"Galway"
"Garrus District"
"Gascony"
"Gaul"
"Gaul (Northern France)"
"Georgia"
"Germany"
"Ghent"
"Ghent or Bruges"
"Ghent-Bruges"
"Gifu"
"Gifu Prefecture"
"Gloucester County"
"Goa or Gujarat"
"Gotland"
"Grafton County"
"Granada"
"Grassfields"
"Grassfields region"
"Grasslands"
"Great Britain"
"Great Plains"
"Greater Manchester"
"Greene County"
"Greenpoint"
"Guanacaste"
"Guandong Province"
"Guangdong Province"
"Guangdong province"
"Guerrero"
"Guerrero (?)"
"Guerrero or Michoacan"
"Guerrero or Nayarit"
"Guizhou"
"Gujarat"
"Gulf Province"
"Gulf Province (?)"
"Gulf of Papua"
"Gulf province"
"Gunma Prefecture"
"Haarlem"
"Haarlem (?)"
"Hachi district"
"Haifa"
"Hampden County"
"Hancock Village"
"Hardanger Region"
"Hardin County"
"Harima"
"Hatay"
"Haute-Vienne"
"Hauts-de-Seine"
"Hawai'i"
"Hawai'ian Islands"
"Hawaii"
"Hebei"
"Henan"
"Hercegovina?"
"Herefordshire"
"Herrera province"
"Hesse"
"Hesse or Thuringia"
"Hokkaido?"
"Hounde-Boni region"
"Huarmey province (?)"
"Huaylas Province"
"Hudson Valley"
"Huon Gulf?"
"Hyderabad"
"Hyōgo Prefecture"
"Hōrini in Shinjuku Ward"
"Ibaraki"
"Ibaraki Prefecture"
"Idaho"
"Idaho or Montana"
"Idaho, Oregon, or Washington"
"Idaho, Wyoming, Utah"
"Ifugao province"
"Ifugao province (?)"
"Ile-de-France"
"Illinois"
"Imbabura Province"
"Indiana"
"Indiana or Ohio"
"Inner Mongolia"
"Iowa"
"Iran"
"Isabel Province"
"Ishikawa"
"Ishikawa Prefecture"
"Island of Krk"
"Island of Titicaca"
"Istria"
"Izu"
"Jalisco"
"Jambi"
"Jammu and Kashmir"
"Java"
"Java(?)"
"Jave"
"Jawa"
"Jawa Barat"
"Jawa Tengah"
"Jawa Timur"
"Jefferson County"
"Johnson County"
"Johor"
"Jowzjan Province"
"Kagawa"
"Kagoshima"
"Kagoshima Prefecture"
"Kai province"
"Kalimantan"
"Kalinga"
"Kamataka"
"Kanagawa"
"Kanagawa Prefecture"
"Kansas"
"Kansas or Texas"
"Karabagh"
"Karabakh"
"Karakalpak"
"Karen"
"Karnali"
"Karnataka"
"Karnātaka"
"Kasai"
"Kashmir"
"Kathmandu Valley"
"Kazak"
"Kent"
"Kentucky"
"Kerala"
"Kerala State"
"Ketu region"
"Kharga Oasis"
"Khurasan"
"Kimberley"
"King George County"
"Kivu province"
"Kodagu"
"Kodiak Island"
"Konya"
"Kozuke"
"Krym, Avtonomna Respublika"
"Kumamoto Prefecture"
"Kurdistan"
"Kutch"
"KwaZulu-Natal Province"
"KwaZulu-Natal province"
"Kyoto"
"Kyushu"
"Kyōto"
"Kōdzuke province"
"La Habana"
"La Pasadita"
"La Rioja"
"Labrador"
"Lake Pokhara, West"
"Lampung"
"Lampung province"
"Lanao del Sur"
"Lancashire"
"Lancaster County"
"Lands of the Teutonic Knights"
"Languedoc"
"Languedoc-Rousillon"
"Lausitz"
"Lazio"
"Lazio or Umbria"
"Lebanon County"
"Lehigh County"
"Leiden"
"Leiden (?)"
"Leiria"
"Lesser Sunda"
"Leuven (?)"
"León"
"Librarie Centrale des Beaux-Arts, [1921]"
"Liguria"
"Lima province"
"Lima province (?)"
"Limoges"
"Limousin"
"Lincolnshire"
"Linea Vieja"
"Liège"
"Loango Region"
"Loango region"
"Logan County"
"Loire"
"Loire Valley"
"Lombak"
"Lombardy"
"Lombardy or Veneto"
"Lombok"
"London"
"Long Island"
"Lorestan"
"Lorraine"
"Lot-et-Garonne"
"Louisiana"
"Louvain"
"Louvain (?)"
"Lower Austria"
"Lower Austria (?)"
"Lower Austria?"
"Lower Bavaria"
"Lower Bavaria (Valley of the Danube)"
"Lower Franconia"
"Lower Limousin"
"Lower Rhine"
"Lower Rhineland"
"Lower Rhineland (?)"
"Lower Rhineland or Lowlands"
"Lower Saxony"
"Lower Saxony or Westphalia"
"Lower or Middle Rhine"
"Lucknow, Uttar Pradesh"
"Luzon"
"Lyon (?)"
"Lyonnais"
"Madeira"
"Madeira?"
"Madhya Pradesh"
"Madras"
"Madura"
"Maguindanao"
"Maharashtra"
"Maharashtra?"
"Mahdia Governorate"
"Mahratta"
"Maine"
"Makira province"
"Makira-Ulawa province"
"Malabar"
"Malaita province"
"Malay"
"Malay Archipelago"
"Maluku"
"Maluku Tenggara"
"Maluku Utara"
"Maluku province"
"Manisa"
"Manitoba"
"Manitoba or Saskatchawan"
"Manus Province"
"Marche"
"Marija Bistrica"
"Marion County"
"Markazi"
"Martynovka"
"Maryland"
"Massachusetts"
"Matanzas"
"Matto Grosso"
"McHenry"
"Mediolanum"
"Meghalaya"
"Mendocino"
"Merseyside"
"Meuse Valley"
"Meuse valley"
"Michigan"
"Michoacan"
"Michoacan (?)"
"Michoacán"
"Midde Rhineland"
"Middle Rhine Valley"
"Middle Rhine valley"
"Middle Rhineland"
"Middle or Upper Rhineland"
"Middlesex County"
"Midlands"
"Mie"
"Milan"
"Milne Bay Province"
"Mindanao"
"Minnesota"
"Minnesota or North Dakota or South Dakota"
"Minnesota or Wisconsin"
"Minnesota, Wisconsin & adjacent Canada"
"Minnesota?"
"Mirecourt, Vosges"
"Mississippi"
"Mississippi (?)"
"Missouri"
"Missouri (?)"
"Miyagi Prefecture"
"Montana"
"Montgomery County"
"Montour County"
"Morobe Province"
"Morobe province"
"Morris County"
"Moultrie County"
"Murcia"
"Musashi"
"Musashi Province"
"N. & S. Dakota, Nebraska, Minnesota"
"N.Y."
"NY"
"Nagano Prefecture"
"Nagasaki"
"Nagato Province (Yamaguchi Prefecture)"
"Napoli"
"Nara Prefecture"
"Navarra"
"Navarre"
"Nayarit"
"Near Burgundy"
"Nebraska"
"New Brunswick"
"New Brunswick or Nova Scotia"
"New England"
"New Hampshire"
"New Ireland"
"New Ireland Province"
"New Jersey"
"New London County"
"New Mexico"
"New South Wales"
"New South Wales or Queensland"
"New South Wales or Victoria"
"New York"
"New York State?"
"New York or Ontario"
"Ngari"
"Nggela Islands (formerly Florida Islands)"
"Niederbreisig"
"Niederbresig"
"Niederosterreich"
"Niederösterreich"
"Nigata"
"Nivernais"
"Nonnberg (?)"
"Nordhausen"
"Nordlingen"
"Norfolk Island"
"Norfolk Islands"
"Normandy"
"Normandy (?)"
"Normandy (Orne)"
"Normandy or England"
"North"
"North Brabant"
"North Carolina"
"North Coast"
"North Dakota"
"North Dakota or Montana"
"North Dakota or South Dakota"
"North Dakota or South Dakota (?)"
"North Rhine-Westphalia"
"North Sumatra"
"North Yorkshire"
"North of Gojjam province"
"North/South Dakota"
"Northampton County"
"Northern"
"Northern California"
"Northern Essex County"
"Northern France"
"Northern Great Plains"
"Northern Honan"
"Northern India"
"Northern Territory"
"Northern shore"
"Northhampton County"
"Northwest"
"Northwest Argentina"
"Northwest Territories"
"Northwest Territories and Nunavut"
"Nottingham"
"Nova Scotia"
"Nunavut"
"Nuremberg"
"Nuremberg (?)"
"Nuristan"
"Nusa Tenggara"
"Nusa Tenggara Barat"
"Nusa Tenggara Timur"
"Nūristān"
"Oaxaca"
"Oaxaca (?)"
"Oaxaca Valley"
"Officina"
"Ohio"
"Ohio or Illinois"
"Ohio or Ontario"
"Ohio?"
"Oita"
"Okayama"
"Okayama Prefecture"
"Okinawa prefecture"
"Oklahoma"
"Oklahoma or Nebraska"
"Oklahoma?"
"Opin"
"Orange County"
"Oregon"
"Orissa or Nagaland"
"Orvieto"
"Osaka"
"Osaka Prefecture"
"Oyo State"
"PA"
"Palawan province"
"Palestine?"
"Pannonia"
"Papua Province"
"Papua Province (Irian Jaya)"
"Paracas"
"Paris"
"Parvan Province"
"Pennsylvania"
"Pentecost Island"
"Perthshire"
"Picardy"
"Picardy (Oise)"
"Piedmont"
"Plymouth"
"Plymouth County"
"Pohnpei"
"Poitiers"
"Poitou"
"Possibly Brabant"
"Possibly Malaita province"
"Possibly Saxony"
"Possibly Sumatera Utara"
"Prades (?)"
"Prague"
"Provence"
"Province du Kénédougou"
"Puebla"
"Puerto Rico"
"Punjab"
"Punjab Hills, kingdom of Kangra or Guler"
"Putnam County"
"Pyrenees"
"Pyrénées"
"Qazakh"
"Quebec"
"Quebec or Canadian Maritimes"
"Quebec or Ontario"
"Queens"
"Queensland"
"Queensland or Victoria"
"Rajastan"
"Rajasthan"
"Rajasthan or Madhya Pradesh"
"Rajasthan?"
"Reggio Emilia"
"Region du Centre"
"Reims"
"Rennell and Bellona province"
"Rhenish"
"Rhine"
"Rhine (probably)"
"Rhine Valley"
"Rhine Valley or Meuse Valley"
"Rhine valley"
"Rhineland"
"Rhineland (?)"
"Rhône"
"Rhône-Alpes"
"Rif"
"Rockingham County"
"Rockland"
"Romagna"
"Romagna possibly"
"Romano-British"
"Rouen"
"Roussillon"
"Rutherford County"
"Région des Savanes"
"Rājasthān"
"Sabah"
"Sabah (east Borneo)"
"Sabah Province"
"Saga"
"Saga Prefecture"
"Sagaing District"
"Sagami"
"Saint-Denis"
"Saintonge"
"Saitama Prefecture"
"Salamanca"
"Salyan District, Rapti Zone"
"Samangan Province"
"San Blas Island"
"Santa Province"
"Santa Province (?)"
"Santo Nino, Samar"
"Saratoga County"
"Sarawak"
"Sarawak (northern Borneo)"
"Saxon"
"Saxony"
"Saxony (?)"
"Saxony or Thuringia"
"Saxony-Anhalt"
"Saxony?"
"Schuylkill County"
"Scotland"
"Segovia"
"Seine-Saint-Denis"
"Shahsevan"
"Shan"
"Sheboygan County"
"Shiga Prefecture"
"Shizuoka"
"Shizuoka Prefecture"
"Shropshire"
"Siberia"
"Sichuan"
"Sicily"
"Sicily or Southern"
"Siena"
"Sierra Nevada de Santa Marta"
"Sikkim"
"Sindh"
"Sinj district, Dalmatia"
"Sinj-Dalmatia"
"Somerset"
"Sonora"
"South"
"South Alabama or New York?"
"South Carolina"
"South Dakota"
"South Dakota or Minnesota"
"South Germany or Saxony"
"South Korea"
"South Sumatra"
"South Tyrol"
"South Yorkshire"
"South or Central Campania"
"Southeast"
"Southern California or Northern Baja Mexico"
"Southern Highlands Province"
"Southern Oubangi"
"St. Denis"
"Staffordshire"
"Steiermark"
"Styria"
"Suffolk County"
"Sulawesi"
"Sulawesi Selatan"
"Sulawesi Utara"
"Sullivan County"
"Sulu"
"Sulu Archipelago"
"Sumatera Selatan"
"Sumatera Utara"
"Sumatra"
"Sumatra Selatan"
"Summit County"
"Surrey"
"Suzhou"
"Swabia"
"Swabia (?)"
"Swabia, Jagst-Neckar region"
"Syrian, Antioch"
"Sées"
"Tabasco"
"Tamara"
"Tamil Nadu"
"Tamil Nadu and Andhra"
"Tamil Nādu"
"Tamil nadu"
"Tawi-Tawi"
"Temotu Province"
"Temotu province"
"Tennessee"
"Teotihuacan"
"Texas"
"Texcoco District"
"Thrace (possibly)"
"Thuringia"
"Tibet"
"Tigray"
"Tikar"
"Timor Island"
"Tmail Nadu"
"Tokyo"
"Toledo"
"Tolima"
"Torba province"
"Tosa province"
"Tottori Prefecture"
"Touraine"
"Toyama"
"Transkei"
"Travancore"
"Trie or Larreule"
"Troyes"
"Tuscany"
"Tuscany or Umbria"
"Tyne and Wear"
"Tyrol"
"Ukraine"
"Ulster County"
"Umbria"
"Umbria or the Marches"
"Umbria probably"
"Upper Purus?"
"Upper Rhine"
"Upper Rhine region"
"Upper Rhineland"
"Ushak"
"Uttar Pradesh"
"Valencia"
"Valencia (Southern)"
"Valencia, probably Manises"
"Valle de Chota"
"Valley of Mexico"
"Valley of the Lower Rhine"
"Veneto"
"Veneto (?)"
"Veneto (probably)"
"Veneto or Friuli"
"Venice"
"Veracruz"
"Veracruz (?)"
"Veraguas"
"Vermand"
"Vermont"
"Verona"
"Vicenza"
"Virginia"
"Vizianagram"
"Vosges"
"Wales"
"Warren Township"
"Warwickshire"
"Washington"
"Wasit"
"Watayama"
"West"
"West Bengal"
"West Java"
"West Kalimantan province"
"West Midlands"
"West Nusa Tenggara"
"West Papua Province (Irian Djaja)"
"West Papua province"
"West Province"
"West Sepik Province"
"West Sumatra"
"West Virginia"
"West Yorkshire"
"Westchester County"
"Western Australia"
"Western Cameroon"
"Western Pennsylvania"
"Western Province (?)"
"Western Yoruba"
"Western province"
"Westphalia"
"Westphalia or Lower Rhineland"
"Westphalia or Lower Saxony"
"Wethersfield"
"Wethersfield area"
"Wiesbaden"
"Wiltshire"
"Wisconsin"
"Woensdrecht"
"Worcester County"
"Worcestershire"
"Wyoming"
"Wyoming County"
"Wyoming or Montana"
"Xinjiang"
"Yamaguchi"
"Yamaguchi Prefecture"
"Yamato"
"Yap (?)"
"Yatenga province"
"Yatenga region"
"York (?)"
"Yorkshire"
"Yucatan"
"Yucatán"
"Yukon (?)"
"Yukon Territory"
"Yunnan"
"Yunnan Province (south)"
"Yunnan Province?"
"Yunnan or Sichuan"
"Zambales?"
"Zambesi province"
"Zamboanga del Sur"
"Zanzibar"
"Zeeland"
"Zululand"
"by Ackermann and Co., 1839"
"district Mostar"
"east Maluku Tenggara"
"near Trie"
"north"
"northern"
"northern shore"
"perhaps  Bohemia"
"possible Rhine valley"
"possibly Balearic Islands"
"possibly Basilan"
"possibly Bavaria"
"possibly Borneo"
"possibly Brescia"
"possibly Catalonia"
"possibly Catalonia or Balearic Islands"
"possibly Champagne"
"possibly Deccan"
"possibly Ferrara"
"possibly Ghent"
"possibly Karakalpak"
"possibly Lombardy"
"possibly Olomouc"
"possibly Sardinia"
"possibly Saxon"
"possibly Saxony"
"possibly Syria"
"possibly Tyrol"
"possibly Umbria"
"possibly Verona"
"possibly the Valley of the Lower Rhine"
"probably Alcarez"
"probably Aragon or Navarre"
"probably Avignon"
"probably Brussels"
"probably Burgundy or Flanders"
"probably Campania"
"probably Deccan"
"probably East Prussia"
"probably East prussia"
"probably Gifu"
"probably Gujarat"
"probably Hainaut"
"probably Jawa"
"probably Kirsehir"
"probably Lower Rhineland"
"probably Lübeck"
"probably Mainz"
"probably Milan"
"probably Mountain Province"
"probably Normandy"
"probably Pannonia"
"probably Po Valley"
"probably Rajastan"
"probably Rajasthan"
"probably Salzburg"
"probably Saxony"
"probably South Tyrol"
"probably Sumatra"
"probably Surrey"
"probably Swabia"
"probably Tyrol"
"probably Umbria"
"probably Veneto"
"probably north-eastern Papua"
"probably northeastern Papua"
"probably the Burgundian territories"
"probably the Rhine Valley"
"probably the Veneto"
"said to have been found in Norfolk"
"south central Lampung"
"southern"
"southwest region"
"sur les degrez de la sainte Chapelle, 1650"
"the Chiemgau, Upper Bavaria"
"the Marches"
"the Veneto"
"the Veneto or Friuli"
"vicinity of Salzburg"
"Île de France"
"Île-de-France"
"Île-de-France or Champagne"
