English
"Cypro-Archaic II–Cypro-Classical I"
"Cypro-Archaic I–II"
"Cypro-Archaic or Cypro-Classical"
"Cypro-Archaic, Probably"
"Cypro-Archaic–Cypro-Classical"
"Cypro-Classical"
"Cypro-Classical I"
"Cypro-Classical I ?"
"Cypro-Classical I or II"
"Cypro-Classical II"
"Cypro-Classical II ?"
"Cypro-Classical II–Early Hellenistic"
"Cypro-Classical, probably"
"Cypro-Geometric I"
"Cypro-Geometric I ?"
"Cypro-Geometric I or III"
"Cypro-Geometric II"
"Cypro-Geometric III"
"Cypro-Geometric III ?"
"Cypro-Geometric III–Cypro-Archaic I"
"Cypro-Geometric II–III"
"Dali kingdom (938–1253)"
"Date being researched"
"Dates being researched"
"Divided Kingdoms period"
"Divided Kingdoms period (1232–1597)"
"Dynasty 12 (?), Middle Kingdom"
"Dynasty 12, Middle Kingdom"
"Dynasty 15-17, 2nd Intermediate Period, Hyksos"
"Dynasty 17-18 (?), New Kingdom, Hyksos (?)"
"Dynasty 18"
"Dynasty 18 or 19"
"Dynasty 30–Ptolemaic Period"
"Dynasty 30–early Ptolemaic Period"
"Ealy Minoan III-Middle Bronze Age"
"Early Antonine"
"Early Archaic"
"Early Bronze Age"
"Early Bronze Age (?)"
"Early Bronze Age I"
"Early Bronze Age IA"
"Early Bronze Age II"
"Early Bronze Age II-III"
"Early Bronze Age III"
"Early Bronze III–Middle Bronze I"
"Early Byzantine"
"Early Classical"
"Early Corinthian"
"Early Cycladic I"
"Early Cycladic I or II"
"Early Cycladic II"
"Early Cycladic III–Middle Cycladic I"
"Early Cycladic I–II"
"Early Cypriot"
"Early Cypriot I"
"Early Cypriot III"
"Early Cypriot III-Middle Bronze Age"
"Early Cypriot III-Middle Cypriot I"
"Early Cypriot IIIA"
"Early Cypriot III–Middle Cypriot I"
"Early Cypriot III–Middle Cypriot II"
"Early Cypro-Archaic II"
"Early Dynastic"
"Early Dynastic I"
"Early Dynastic I-II"
"Early Dynastic II"
"Early Dynastic II (?)"
"Early Dynastic II-III"
"Early Dynastic II-IIIa"
"Early Dynastic III"
"Early Dynastic IIIa"
"Early Dynastic IIIb"
"Early Dynastic Period"
"Early Dynastic Period ?"
"Early Dynastic Period–Early Old Kingdom"
"Early Dynastic Period–New Kingdom"
"Early Dynastic Period–Old Kingdom"
"Early Geometric (?)"
"Early Harappan"
"Early Helladic"
"Early Helladic II"
"Early Helladic III"
"Early Hellenistic"
"Early Hellenistic (?)"
"Early Hellenistic ?"
"Early Imperial"
"Early Imperial, Augustan"
"Early Imperial, Augustan and Julio-Claudian"
"Early Imperial, Augustan or Julio-Claudian"
"Early Imperial, Augustan or Tiberian"
"Early Imperial, Augustan or early Julio-Claudian"
"Early Imperial, Augustan period"
"Early Imperial, Augustan, probably"
"Early Imperial, Augustan-Tiberian"
"Early Imperial, Claudian"
"Early Imperial, Claudian or Flavian"
"Early Imperial, Domitianic"
"Early Imperial, Flavian"
"Early Imperial, Julio-Claudian"
"Early Imperial, Julio-Claudian or Flavian"
"Early Imperial, Neronian"
"Early Imperial, Neronian or early Flavian"
"Early Imperial, Tiberian"
"Early Imperial, perhaps Flavian"
"Early Iron Age"
"Early Iron Age or later"
"Early MInoan II–III"
"Early Malla period"
"Early Malla period, dated the month of Phalguna (likely) 443 NS"
"Early Medieval"
"Early Middle Paleolithic"
"Early Ming dynasty (1368–1644)"
"Early Minoan II"
"Early Minoan II or Middle Minoan I"
"Early Minoan II or later"
"Early Minoan II, possibly"
"Early Minoan II-III"
"Early Minoan II-Late Minoan I"
"Early Minoan II-Late Minoan III"
"Early Minoan II-Middle Minoan I"
"Early Minoan IIB"
"Early Minoan III"
"Early Minoan III-Late Minoan I"
"Early Minoan III-Middle Minoan I"
"Early Minoan III-Middle Minoan IA"
"Early Minoan III-Middle Minoan II"
"Early Minoan III–Middle Minoan IA"
"Early Minoan II–III"
"Early Minoan II–Middle Minoan I"
"Early Nara period (646–710)"
"Early New Kingdom"
"Early New Kingdom–Ramesside Period"
"Early Orientalizing"
"Early Polonnaruva period"
"Early Protocorinthian"
"Early Ptolemaic Period"
"Early Qing dynasty (1644–1911)"
"Early Rajput -Chaurapanchasika style"
"Early Rajput-Chaurapanchasika style"
"Early Roman"
"Early Roman (?)"
"Early Third Intermediate Period"
"Early Tokugawa period"
"Early Zhou dynasty (1046–256 B.C.)"
"Early imperial"
"Early or Mid Imperial"
"Early or Middle Bronze Age"
"Early or Middle Cypriot"
"Early or Middle Neolithic"
"Early period"
"Early period–Late period"
"Early to Mid Imperial"
"Early-Middle Gawra"
"Early– Late period"
"Early–Middle Bronze Age"
"Early–Middle Chalcolithic"
"Early–Middle Corinthian"
"Early–Middle Cypriot"
"East Javanese period"
"Eastern Ganga dynasty"
"Eastern Han (25–220)–Six Dynasties (220–589)"
"Eastern Han (25–220)–Western Jin (265–316) dynasty"
"Eastern Han dynasty (25–200)"
"Eastern Han dynasty (25–220)"
"Eastern Han dynasty (25–220), Xianbei culture"
"Eastern Janvanese period"
"Eastern Javanese"
"Eastern Javanese or Balinese period"
"Eastern Javanese period"
"Eastern Javanese period or later"
"Eastern Javanese period, Majapahit kingdom"
"Eastern Javanese period, Singasari kingdom"
"Eastern Jin dynasty (317–420)"
"Eastern Wei dynasty (534–550)"
"Eastern Zhou (770–256 B.C.)"
"Eastern Zhou (770–256 B.C.) or W. Han dynasty (206 B.C.–A.D. 9)"
"Eastern Zhou (770–256 B.C.) to Western Han dynasty (206 B.C.–A.D. 9)"
"Eastern Zhou (770–256 B.C.)–Han (206 B.C.–A.D. 220) dynasty"
"Eastern Zhou (770–256 B.C.)–Western Han (206 B.C.–A.D. 9)"
"Eastern Zhou dynasty  (770–476 B.C.)"
"Eastern Zhou dynasty (770–256 B.C.)"
"Eastern Zhou dynasty,  Warring States period (475–221 B.C.)"
"Eastern Zhou dynasty, Spring and Autumn period (770–476 B.C.)"
"Eastern Zhou dynasty, Warring States period (475–221 B.C.)"
"Eastern Zhou dynasty, early Warring States period (475–221 B.C.)"
"Eastern Zhou dynasty, probably Warring States period (475–221 B.C)"
"Eastern Zhou dynasty–Western Han dynasty (206 B.C.–A.D. 9)"
"Eastern Zhou dynasty–early Western Han dynasty (206 B.C.–A.D. 9)"
"Eastern Zhou–Western Han dynasty (770 B.C.–A.D. 9)"
"Edo (1615–1868)"
"Edo (1615–1868) or Meiji (1868–1912)"
"Edo (1615–1868) or Meiji (1868–1912) period"
"Edo (1615–1868) or Meiji period (1868–1912)"
"Edo (1615–1868)–Meiji period (1868–1912)"
"Edo (1615–1868)–Meji period (1868–1912"
"Edo (1615–1868)–Shôwa period (1926–89)"
"Edo Period (1615-1868)"
"Edo Period (1615–1868)"
"Edo perid (1615–1868)"
"Edo period  (1615–1868)"
"Edo period (1615-1868)"
"Edo period (1615–1867"
"Edo period (1615–1868"
"Edo period (1615–1868)"
"Edo period (1615–1868)
"
"Edo period (1615–1868)
1845."
"Edo period (1615–1868)
Kihei."
"Edo period (1615–1868) ?"
"Edo period (1615–1868) or Meiji period (1868–1912)"
"Edo period (1615–1868), Kanei era (1624–43)"
"Edo period (1615–1868), Kyōhō (1716–36)"
"Edo period (1615–1868), probably Kyōhō era (1716–36)"
"Edo period (1615–1868)d"
"Edo period (1615–1868)–Meiji period (1868–1912)"
"Edo period (1615–1868)–early Bunka period (1804–18)"
"Edo period (1615–1868Meiji period (1868–1912)"
"Edo period (1644–1911)"
"Edo period(1615–1868)"
"Eraly Imperial"
"Final Jomon period (ca. 1000–300 B.C.)"
"Final Jōmon period (ca. 1000–300 B.C.)"
"Final Jōmon period (ca. 1000–300 B.C.) or later"
"Final Neolithic"
"First Intermediate Period"
"First Intermediate Period?"
"First Intermediate Period–Early Middle Kingdom"
"First Intermediate Period–Middle Kingdom"
"First Intermediate Period–early Middle Kingdom"
"First Millennium B.C."
"First Persian Period"
"Five Dynasties (907–60) or Liao dynasty (907–1125)"
"Five Dynasties (907–960)"
"Five Dynasties (907–960) or Northern Song (960–1127) dynasty"
"Five Dynasties (907–960)–early Song (906–1279) dynasty"
"Five Dynasties period (907–60)"
"Five Dynasties period (907–960)"
"Flavian"
"Flavian or Trajanic"
"Gandhara"
"Gawra XIII-XI"
"Genroku period (1688–1704)"
"Geometric"
"Geometric or Archaic"
"Geometric-Archaic"
"Geometric-Classical"
"Geometric–Archaic"
"Geometruc-Archaic"
"Geomtric-Archaic"
"Ghassulian"
"Goryeo dynasty (918–1392)"
"Graeco-Bactrian"
"Graeco-Roman"
"Greek, Attic"
"Gupta period"
"Gupta period (4th–6th century)"
"Gupta style of the 6th century"
"Hadrianic"
"Hadrianic or Early Antonine"
"Hadrianic or early Antonine"
"Halaf"
"Halaf–Ubaid"
"Han (206 B.C.–A.D 220) or Six Dynasties (220–589)"
"Han (206 B.C.–A.D. 220) –Six Dynasties (220–589) period"
"Han dynasty (206 B.C.–220)"
"Han dynasty (206 B.C.–A.D. 220)"
"Han dynasty (206 B.C.–A.D. 220) (?)"
"Han dynasty (206 B.C.–A.D. 220) or Six Dynasties (220–589)"
"Han dynasty (206 B.C.–A.D. 220) or earlier"
"Han dynasty (206 B.C.–A.D. 220) or later"
"Han dynasty (206 B.C.–A.D. 220) style"
"Han dynasty (206 B.C.–A.D. 220), late Dawenkou culture"
"Han dynasty (206 B.C.–A.D. 221)"
"Hasanlu Period VII"
"Heian (794–1185) or Kamakura (1185–1333) period"
"Heian (794–1185) or Kamakura period (1185–1333)"
"Heian period (794–1185)"
"Heian period (ca. 900–1185)"
"Heisei period (1989–2019)"
"Helladic"
"Hellenic"
"Hellenistic"
"Hellenistic (?)"
"Hellenistic ?"
"Hellenistic and Imperial"
"Hellenistic or Early Imperial"
"Hellenistic or Early Roman"
"Hellenistic or Imperial"
"Hellenistic or Late Imperial"
"Hellenistic or Roman"
"Hellenistic period"
"Hellenistic-Imperial"
"Hepthalite or Turkic period"
"Hittite Empire"
"Hittite Empire, Middle Hittite"
"Hittite Middle Kingdom–Hittite Empire"
"Hittite Old Kingdom"
"Hongxian mark and period (1915–16)"
"Hoysala period"
"Ikshvaku"
"Ikshvaku period"
"Ikshvaku period (ca. 225–ca. 320)"
"Imperial"
"Imperial or later"
"Imperial, Augustan"
"Imperial, Augustan or Julio-Claudian"
"Imperial, Flavian"
"Imperial, Flavian or Trajanic"
"Imperial, Flavian–Antonine"
"Imperial, Flavian–Early Antonine"
"Imperial, Hadrianic"
"Imperial, Late Antonine"
"Imperial, Late Flavian or Early Trajanic"
"Imperial, Late Flavian–Hadrianic"
"Imperial, Late Severan"
"Imperial, Severan"
"Indus Civilization, Mehrgarh style"
"Indus civilization"
"Indus civilization, Mehrgarh style"
"Iron Age"
"Iron Age (?)"
"Iron Age I"
"Iron Age I-II"
"Iron Age I/II"
"Iron Age II"
"Iron Age II or later"
"Iron Age II-III"
"Iron Age III"
"Iron Age III-II"
"Iron Age III-Parthian"
"Iron Age or later"
"Iron Age, Graeco-Phoenician (?)"
"Iron Age, Neo-Assyrian"
"Iron Age, Phoenicia (?)"
"Iron Age, Scythian"
"Isin-Larsa"
"Isin-Larsa (?)"
"Isin-Larsa or Old Babylonian"
"Isin-Larsa or Old Babylonian (recut)"
"Isin-Larsa–Old Babylonian"
"Isin-Larsa–early Old Babylonian"
"Islamic Period"
"Islamic Period, perhaps"
"Italic"
"Jemdet Nasr"
"Jemdet Nasr (?)"
"Jemdet Nasr–Early Dynastic I"
"Jin (1115–1234) or Yuan (1271–1368) dynasty"
"Jin (1115–1234) to Yuan (1271–1368) dynasty"
"Jin (1115–1234)–Yuan (1271–1368) dynastty"
"Jin (1115–1234)–Yuan (1271–1368) dynasty"
"Jin (1115–1234)–Yuan dynasty (1279–1368)"
"Jin dynasty (1115–1234)"
"Jin dynasty (1115–1235)"
"Jin dynasty (265–420)"
"Jin dynasty 1115–1234)"
"Jomon period (ca. 10,500 B.C.–ca. 300 B.C.)"
"Joseon dynasty (1392–1910)"
"Kakatiya period"
"Kamakura  (1185–1333)–Nanbokuchō period (1336–1392)"
"Kamakura (1185–1333) or Nanbokuchō period (1336–92)"
"Kamakura (1185–1333)–Nanbokuchō (1336–92) period"
"Kamakura (1185–1333)–Nanbokuchō period (1336–92)"
"Kamakura Period (1185–1333)"
"Kamakura period (1185–1333)"
"Kandyan period"
"Kandyan period (1480–1815)"
"Kandyian period"
"Kangxi or Qianlong periods (1662–1722, 1736–95)"
"Karnata-Malla period"
"Kassite"
"Kaya Federation (42–562)"
"Khmer"
"Khmer Empire (802–1431)"
"Khmer style"
"Khmer style of the Bayon"
"Khmer-Shrivijaya style"
"Khotan Kingdom"
"Khotan kingdom, Dandan Uilik"
"Kizil Kingdom"
"Kizil kingdom"
"Kofun"
"Kofun (ca. 300–710)–Nara (710–794) period"
"Kofun period (ca. 300–710)"
"Kofun period (ca. 3rd–7th century)"
"Kusana"
"Kushan"
"Kushan or Islamic"
"Kushan or early Gupta period"
"Kushan period"
"Kushano-Sasanian"
"Kushano-Sasanian (?)"
"Kushite Period–Late Period"
"Kushite Period–Saite Period"
"LThird Intermediate Period–Late Period"
"Laste Imperial"
"Late  Classical–Hellenistic"
"Late Antique"
"Late Antique or Byzantine"
"Late Archaic"
"Late Archaic /Early Classical"
"Late Archaic or Classical"
"Late Archaic or Early Classical"
"Late Archaic-Classical"
"Late Archaic-Early Classical"
"Late Archaic/ Early Classical"
"Late Archaic/Classical"
"Late Archaic/Early Classical"
"Late Archaic–Classical"
"Late Archaic–Early Classical"
"Late Bronze Age"
"Late Bronze Age (?)"
"Late Bronze Age - Early Iron Age"
"Late Bronze Age - Iron Age I"
"Late Bronze Age ?"
"Late Bronze Age III"
"Late Bronze Age or Geometric"
"Late Bronze Age or Modern"
"Late Bronze Age or earlier"
"Late Bronze Age(?)"
"Late Bronze or Early Iron Age"
"Late Chalcolithic"
"Late Classical"
"Late Classical (or later)"
"Late Classical or Early Hellenistic"
"Late Classical or Hellenistic"
"Late Classical or later"
"Late Classical-Early Hellenstic"
"Late Classical-Hellenistic"
"Late Classical?"
"Late Classical– Early Hellenistic"
"Late Classical–Early Hellenistic"
"Late Classical–Hellenistic"
"Late Classical–Hellenstic"
"Late Corinthian"
"Late Corinthian I"
"Late Corinthian?"
"Late Cycladic I"
"Late Cypriot"
"Late Cypriot (?)"
"Late Cypriot ?"
"Late Cypriot I"
"Late Cypriot I-II"
"Late Cypriot I-IIIA"
"Late Cypriot IB"
"Late Cypriot II"
"Late Cypriot II or III"
"Late Cypriot IIB-III"
"Late Cypriot III"
"Late Cypriot III (?)"
"Late Cypriot III-Cypro-Geometric III"
"Late Cypriot III-Cypro-Geometric III (?)"
"Late Cypriot IIIA"
"Late Cypriot IIIB"
"Late Cypriot IIIB2"
"Late Cypriot IIIB–Cypro-Geometric I"
"Late Cypriot II–III"
"Late Cypriot I–II"
"Late Cypro-Archaic I"
"Late Cypro-Archaic II"
"Late Cypro-Archaic II or Cypro-Classical I"
"Late Cypro-Archaic–Early Cypro-Classical"
"Late Cypro-Classical II–Early Hellenistic"
"Late Cypro-Classical I–Cypro-Classical II"
"Late Cypro-Classical I–Early Cypro-Classical I"
"Late Cypro-Geometric I–Early Cypro-Geometric II"
"Late Dynastic"
"Late Dynastic - Ptolemaic Period"
"Late Dynastic or Hellenistic"
"Late Dynastic-Hellenistic"
"Late Dynastic–Hellenistic"
"Late Early Cycladic I–Early Cycladic II"
"Late Edo (1615–1868) or Meiji (1868–1912) period"
"Late Edo (1615–1868) or early Meiji (1868–1912) period"
"Late Geometric"
"Late Geometric or Orientalizing"
"Late Geometric-Archaic"
"Late Geometric–Early Protocorinthian"
"Late Hadrianic"
"Late Helladic I"
"Late Helladic III"
"Late Helladic IIIA"
"Late Helladic IIIA-B"
"Late Helladic IIIA1-2 early"
"Late Helladic IIIA1-IIIA2early"
"Late Helladic IIIA2"
"Late Helladic IIIA2 early"
"Late Helladic IIIA2 late"
"Late Helladic IIIA2 late-IIIB"
"Late Helladic IIIA:1"
"Late Helladic IIIB"
"Late Helladic IIIB1"
"Late Helladic IIIC"
"Late Hellenistic"
"Late Hellenistic (?)"
"Late Hellenistic or Augustan"
"Late Hellenistic or Early Imperial"
"Late Hellenistic or Imperial"
"Late Hellenistic or Late Republican"
"Late Hellenistic or Republican"
"Late Hellenistic or Republican (?)"
"Late Hellenistic(?)"
"Late Hellenistic–Early Roman"
"Late Imperial"
"Late Imperial or Early Byzantine"
"Late Imperial or Late Antique"
"Late Imperial or later"
"Late Imperial, Constantinian"
"Late Imperial, Early Byzantine, or Islamic"
"Late Imperial, Gallienic"
"Late Imperial, Severan"
"Late Imperial, Tetrarchic"
"Late Imperial, or later"
"Late Intermediate (Chimu) (Pre-Columbian)"
"Late Iron Age"
"Late Jomon period (ca. 1500–1000 B.C.)"
"Late Jōmon (ca. 1500–1000 B.C.)"
"Late Jōmon period (ca. 1500–1000 B.C.)"
"Late Jōmon period (ca. 2500–1000 B.C.)"
"Late Middle Kingdom"
"Late Middle Kingdom - early Second Intermediate Period"
"Late Middle Kingdom or New Kingdom, Ramesside"
"Late Middle Kingdom or Second Intermediate Period"
"Late Middle Kingdom or early Second Intermediate Period"
"Late Middle Kingdom or early second Intermediate Period"
"Late Middle Kingdom–Early New Kingdom"
"Late Middle Kingdom–New Kingdom"
"Late Middle Kingdom–Second Intermediate Period"
"Late Middle or Neo-Elamite"
"Late Ming (1368–1644) or Qing (1644–1911) dynasty"
"Late Ming (1368–1644)–early Qing (1644–1911) dynasty"
"Late Minoan"
"Late Minoan I"
"Late Minoan I-II"
"Late Minoan IA"
"Late Minoan IB"
"Late Minoan IB–II"
"Late Minoan IB–IIA"
"Late Minoan II"
"Late Minoan III"
"Late Minoan IIIA"
"Late Minoan IIIA-B"
"Late Minoan IIIA2"
"Late Minoan IIIB"
"Late Minoan II–III"
"Late Minoan II–IIIA"
"Late Minoan I–II"
"Late Moche (Pre-Columbian)"
"Late Momoyama (1573–1615)–early Edo period (1615–1868)"
"Late Naqada II"
"Late Naqada III or early Dynasty 1"
"Late Naqada II–possibly early Naqada III"
"Late Naqada I–Early Naqada II"
"Late Naqada l–Early Naqada II"
"Late Neolithic"
"Late Neolithic or Early Helladic I"
"Late Neolithic period"
"Late New Kingdom"
"Late New Kingdom - Late Period"
"Late New Kingdom or early Third Intermediate Period"
"Late New Kingdom or later"
"Late New Kingdom to early Third Intermediate Period"
"Late New Kingdom, Ramesside"
"Late New Kingdom–Ptolemaic Period"
"Late New Kingdom–Third Intermediate Period"
"Late Old Kingdom"
"Late Old Kingdom-First Intermediate Period"
"Late Old Kingdom–Early Middle Kingdom"
"Late Old Kingdom–First Intermediate Period"
"Late Orientalizing"
"Late Period"
"Late Period (?)"
"Late Period ?"
"Late Period and Modern"
"Late Period or Early Ptolemaic Period"
"Late Period or Ptolemaic Period"
"Late Period or Roman Period"
"Late Period or later"
"Late Period to Roman Period"
"Late Period – Ptolemaic Period"
"Late Period, Kushite"
"Late Period, Kushite or later"
"Late Period, Kushite-early Saite"
"Late Period, Kushite–Saite"
"Late Period, Persian Period"
"Late Period, Saite"
"Late Period, Saite or Persian"
"Late Period, Saite or later"
"Late Period, Saite?"
"Late Period, Saite–Ptolemaic Period"
"Late Period-Ptolemaic Period"
"Late Period: Persian"
"Late Period– Ptolemaic Period"
"Late Period–Early Ptolemaic Period"
"Late Period–Ptolemaic"
"Late Period–Ptolemaic  Period"
"Late Period–Ptolemaic Period"
"Late Period–Ptolemaic Period?"
"Late Period–Roman Period"
"Late Period–early Ptolemaic"
"Late Period–early Ptolemaic Period"
"Late Perod–Ptolemaic Period"
"Late Post Classic period (Pre-Columbian)"
"Late Post classic (Pre-Columbian)"
"Late Postclassic (Pre-Columbian)"
"Late Ptolemaic Period–early Roman Period"
"Late Ptolemaic or Roman Period"
"Late Qing dynasty (1644–1911)"
"Late Ramesside–Saite Period"
"Late Republic"
"Late Republic or Early Augustan"
"Late Republic or Early Imperial"
"Late Republic or Early Imperial, Augustan"
"Late Republic or Imperial"
"Late Republican"
"Late Republican or Augustan"
"Late Republican or Early Augustan"
"Late Republican or Early Imperial"
"Late Republican or Imperial"
"Late Republican–Early Imperial"
"Late Roman"
"Late Roman Period"
"Late Roman or Byzantine"
"Late Roman or Early Byzantine"
"Late Roman, Constantinian"
"Late Roman, Early Byzantine, or Islamic"
"Late Second Intermediate Period"
"Late Second Intermediate Period–Early New Kingdom"
"Late Second Intermediate Period–early New Kingdom"
"Late Severan"
"Late Song (960–1279–Yuan (1271–1368) dynasty"
"Late Third Intermediate Period"
"Late Trajanic or Early Hadrianic"
"Late Ubaid-Mid Gawra"
"Late Ubaid-Middle Gawra"
"Late Ubaid–Middle Gawra"
"Late Unified Silla dynasty (676–935)"
"Late Uruk"
"Late Uruk (?)"
"Late Uruk–Jemdet Nasr"
"Late Villanovian"
"Late Yayoi period (ca. 4th century B.C.–3rd century A.D.)"
"Late Yuan (1271–1368) or early Ming (1368–1644) dynasty"
"Late Yuan (1271–1368) or early Ming (1368–1644) dynasty)"
"Late imperial"
"Late period"
"Late postclassic (Aztec) period  (Pre-Columbian)"
"Latter part of the Early Bronze Age"
"Liang (502–557) or Chen (557–589) dynasty"
"Liao (907–1125) or Jin (1125–1234) dynasty"
"Liao dynasty (907–1125)"
"Licchavi dynasty"
"Licchavi period"
"Licchavi–Thakuri periods"
"Lower Paleolithic Period"
"Lower Paleolithic Period (?)"
"Ly (1009–1225)–Tran (1225–1400) dynasty"
"Ly dynasty (1009–1225)"
"MIddle Bronze Age"
"MIng dynasty (1368–1644)"
"MIng dynasty (1368–1644), Wanli period (1573–1620)"
"Macedonian or Ptolemaic Period"
"Macedonian–Ptolemaic Period"
"Majapahit period (1296–1520)"
"Malla period"
"Mature Harappan"
"Mauryan"
"Mauryan period"
"Medieval"
"Meiji  period (1868–1912)"
"Meiji (1868-1912)"
"Meiji (1868–1912) and Taishō (1912–26) period"
"Meiji (1868–1912) or Taishō (1912–26) period"
"Meiji (1868–1912) or Taishō period (1912–26)"
"Meiji (1868–1912)–Shōwa period (1926–89)"
"Meiji (1868–1912)–Taishō  (1912–26) period"
"Meiji (1868–1912)–Taishō (1912–26) period"
"Meiji Period (1868–1912)"
"Meiji period (1866–1912)"
"Meiji period (1868-1912)"
"Meiji period (1868–1911)"
"Meiji period (1868–1912"
"Meiji period (1868–1912)"
"Meiji period (1869–1912)"
"Meroitic Period"
"Mid  to Late Imperial"
"Mid Imperial"
"Mid Imperial, Antonine"
"Mid Imperial, Hadrianic"
"Mid Imperial, Hadrianic or Antonine"
"Mid Imperial, Late Hadrianic or Early Antonine"
"Mid Imperial, Severan"
"Mid Imperial, Trajanic"
"Mid or Late Imperial"
"Mid to Late Bronze Age"
"Mid to Late Imperial"
"Mid to Late Imperial, or later"
"Mid to late Bronze Age"
"Mid-18th Dynasty"
"Mid-Imperial"
"Mid-Imperial period, Severan"
"Mid-Imperial, Antonine"
"Mid-Imperial, Antonine or Severan"
"Mid-Imperial, Antonine period"
"Mid-Imperial, Hadrianic or Antonine"
"Mid-Imperial, Hadrianic or early Antonine"
"Mid-Imperial, Severan"
"Mid-Imperial, Trajanic"
"Middle -Late Corinthian"
"Middle Assyrian"
"Middle Bronze Age"
"Middle Bronze Age (?)"
"Middle Bronze Age II"
"Middle Bronze Age–Iron Age"
"Middle Bronze Age–Old Assyrian Trading Colony"
"Middle Byzantine"
"Middle Chalcolithic"
"Middle Chunqiu Era"
"Middle Corinthian"
"Middle Cypriot"
"Middle Cypriot (?)"
"Middle Cypriot ?"
"Middle Cypriot I"
"Middle Cypriot I-II"
"Middle Cypriot II"
"Middle Cypriot II or III"
"Middle Cypriot III"
"Middle Cypriot III or Late Cypriot I"
"Middle Cypriot III–Late Cypriot I"
"Middle Cypriot II–III"
"Middle Cypriot I–II"
"Middle Elamite"
"Middle Helladic"
"Middle Helladic I"
"Middle Helladic III"
"Middle Jomon period (2500–1500 B.C.)"
"Middle Jomon period (ca. 3500–2500 B.C.)"
"Middle Jōmon period  (ca. 3000–2000 B.C.)"
"Middle Jōmon period (ca. 3500–2500 B.C.)"
"Middle Kingdom"
"Middle Kingdom (/)"
"Middle Kingdom (?)"
"Middle Kingdom ?"
"Middle Kingdom or Second Intermediate Period"
"Middle Kingdom or later"
"Middle Kingdom to Second Intermediate Period"
"Middle Kingdom, probably"
"Middle Kingdom-Second Intermediate Period"
"Middle Kingdom-Second Intermediate Period (?)"
"Middle Kingdom?"
"Middle Kingdom– Second Intermediate Period"
"Middle Kingdom–Early New Kingdom"
"Middle Kingdom–New Kingdom"
"Middle Kingdom–Second Intermediate Period"
"Middle Kingdom–Sedcond Intermediate Period"
"Middle Kingdom–Third Intermediate Period"
"Middle Kingdom–early New Kingdom"
"Middle Minoan I"
"Middle Minoan I-II"
"Middle Minoan I-Late Minoan I"
"Middle Minoan IA"
"Middle Minoan IB"
"Middle Minoan II"
"Middle Minoan II-III"
"Middle Minoan IIB"
"Middle Minoan IIB-IIIA"
"Middle Minoan III"
"Middle Minoan III-Late Minoan I"
"Middle Minoan IIIA"
"Middle Minoan IIIA or possibly Hellenistic"
"Middle Minoan IIIA-B"
"Middle Minoan IIIB"
"Middle Minoan III–Late Minoan I"
"Middle Minoan III–Late Minoan IA"
"Middle Minoan II–III"
"Middle Minoan II–IIIA"
"Middle Minoan I–II"
"Middle Minoan–Late Minoan"
"Middle Neolithic"
"Middle Paleolithic"
